,location,side_a,side_a_2nd,side_b,side_b_2nd,incompatibility,territory_name,cumulative_intensity,type_of_conflict,type_of_conflict_name,start_date,start_date2,ep_end,region,region_name
99,Rwanda,Government of Rwanda,Government of DR Congo (Zaire),FDLR,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",10/1/1990,12/15/2018,0,4,Africa
100,Rwanda,Government of Rwanda,Government of DR Congo (Zaire),"CNRD, FDLR, FDLR-RUD",,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",10/1/1990,12/15/2018,0,4,Africa
101,Rwanda,Government of Rwanda,Government of DR Congo (Zaire),"CNRD, FDLR, FDLR-RUD",,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",10/1/1990,12/15/2018,0,4,Africa
102,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,,2,,0,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",3/23/1991,4/1/1991,0,4,Africa
103,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,,2,,0,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",3/23/1991,4/1/1991,0,4,Africa
104,Yemen (North Yemen),Government of Yemen (North Yemen),,IS,,1,Islamic State,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",3/20/2015,3/20/2015,1,2,Middle East
105,Yemen (North Yemen),Government of Yemen (North Yemen),,IS,,1,Islamic State,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",3/20/2015,5/18/2017,1,2,Middle East
106,Yemen (North Yemen),Government of Yemen (North Yemen),,IS,,1,Islamic State,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",3/20/2015,8/20/2020,0,2,Middle East
107,Kenya,Government of Kenya,,Al-Shabaab,,1,Northeastern Province and Coast,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",3/13/2015,7/13/2015,0,4,Africa
108,Kenya,Government of Kenya,,Al-Shabaab,,1,Northeastern Province and Coast,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",3/13/2015,7/13/2015,0,4,Africa
109,Kenya,Government of Kenya,,Al-Shabaab,,1,Northeastern Province and Coast,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",3/13/2015,7/13/2015,0,4,Africa
110,Kenya,Government of Kenya,,Al-Shabaab,,1,Northeastern Province and Coast,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",3/13/2015,7/13/2015,0,4,Africa
111,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",3/23/1991,4/1/1991,0,4,Africa
112,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",3/23/1991,4/1/1991,0,4,Africa
113,Egypt,Government of Egypt,,IS,,1,Islamic State,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",11/16/2014,1/29/2015,0,2,Middle East
114,Egypt,Government of Egypt,,IS,,1,Islamic State,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",11/16/2014,1/29/2015,0,2,Middle East
115,Egypt,Government of Egypt,,IS,,1,Islamic State,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",11/16/2014,1/29/2015,0,2,Middle East
116,Egypt,Government of Egypt,,IS,,1,Islamic State,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",11/16/2014,1/29/2015,0,2,Middle East
117,Egypt,Government of Egypt,,IS,,1,Islamic State,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",11/16/2014,1/29/2015,0,2,Middle East
118,Egypt,Government of Egypt,,IS,,1,Islamic State,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",11/16/2014,1/29/2015,0,2,Middle East
119,India,Government of India,,UNLFW,,1,Western South East Asia,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",4/19/2015,6/4/2015,0,3,Asia
120,India,Government of India,,UNLFW,,1,Western South East Asia,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",4/19/2015,6/4/2015,0,3,Asia
121,India,Government of India,,UNLFW,,1,Western South East Asia,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",4/19/2015,6/4/2015,0,3,Asia
122,India,Government of India,,UNLFW,,1,Western South East Asia,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",4/19/2015,6/4/2015,1,3,Asia
123,Bangladesh,Government of Bangladesh,,IS,,1,Islamic State,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",11/4/2015,8/29/2016,0,3,Asia
124,Bangladesh,Government of Bangladesh,,IS,,1,Islamic State,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",11/4/2015,8/29/2016,1,3,Asia
125,Lebanon,Government of Lebanon,,IS,,1,Islamic State,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",6/25/2014,8/3/2014,0,2,Middle East
126,Lebanon,Government of Lebanon,,IS,,1,Islamic State,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",6/25/2014,8/3/2014,1,2,Middle East
127,Lebanon,Government of Lebanon,,IS,,1,Islamic State,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",6/25/2014,8/19/2017,1,2,Middle East
128,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",3/23/1991,4/1/1991,0,4,Africa
129,Libya,Government of Libya,,IS,,1,Islamic State,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",3/14/2015,3/18/2015,0,4,Africa
130,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",3/23/1991,4/1/1991,0,4,Africa
131,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria","AFRC, Kamajors, RUF","Government of Guinea, Government of Nigeria",2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",3/23/1991,4/1/1991,0,4,Africa
132,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria","AFRC, Kamajors, RUF","Government of Guinea, Government of Nigeria",2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",3/23/1991,4/1/1991,0,4,Africa
133,Sierra Leone,Government of Sierra Leone,"Government of Ghana, Government of Guinea, Government of Mali, Government of Nigeria","AFRC, RUF",,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",3/23/1991,4/1/1991,0,4,Africa
134,Algeria,Government of Algeria,,IS,,1,Islamic State,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",10/10/2014,5/20/2015,1,4,Africa
135,Syria,Government of Syria,,SDF,,3,Rojava Kurdistan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/6/2015,4/23/2016,1,2,Middle East
136,Syria,Government of Syria,,SDF,,3,Rojava Kurdistan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/6/2015,9/8/2018,1,2,Middle East
137,Sierra Leone,Government of Sierra Leone,Government of United Kingdom,"RUF, WSB",,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",3/23/1991,4/1/1991,0,4,Africa
